epoch,train_loss,train_loss_ce,train_loss_lovasz,train_mIoU,train_mRecall,train_mPrecision,val_loss,val_loss_ce,val_loss_lovasz,val_mIoU,val_mRecall,val_mPrecision,val_iou_class_0,val_iou_class_1,val_iou_class_2,val_recall_class_0,val_recall_class_1,val_recall_class_2,val_precision_class_0,val_precision_class_1,val_precision_class_2
1,1.2150828516483307,0.7699191880226135,0.44516366213560105,0.3079215354562401,0.39171002506658903,0.3796535900459392,3.201967239379883,2.4689478874206543,0.733019232749939,0.18923206770553813,0.33341421511781205,0.6014968692847634,6.936771329333125e-05,0.00017326458194721658,0.5674535708213738,6.937836980653343e-05,0.00017326698362973527,0.9999999999999998,0.3111111111104197,0.9259259259224967,0.5674535708213738
2,0.6614830806851387,0.42854774355888364,0.23293534249067308,0.330766849817889,0.3535740148477376,0.4611884351287297,2.431262493133545,1.7783629894256592,0.6528996229171753,0.23958905840663017,0.37548810845715996,0.6886654011269387,0.11181106501539846,0.0008593804144431348,0.6060967297900489,0.12648172375515376,0.000859404238803487,0.9991231973775228,0.4908269230769221,0.9687499999992433,0.606419280304651
3,0.7840713265538216,0.5173387689143419,0.2667325606197119,0.3872448837689946,0.4354579934592006,0.5822800037198582,1.7487666606903076,1.1994261741638184,0.5493404269218445,0.3937701297829163,0.5302357409116413,0.7629916841564426,0.4161304760370229,0.023447502647187046,0.741732410664539,0.5759346257532506,0.023481141621501726,0.9912914553601717,0.5999576691170394,0.9424200278163855,0.7465973555359029
4,0.6011746162176133,0.39354862745851277,0.20762598775327207,0.4990112864841462,0.581975586099396,0.6676900885702004,1.2732200622558594,0.8119435906410217,0.4612765312194824,0.5424622817899193,0.6806998039051809,0.7460937090342991,0.5915521229321136,0.13149475217521356,0.9043399702624307,0.9492794560735803,0.1401452670390751,0.9526746886028875,0.6108595409233828,0.6805438696866669,0.9468777164928474
5,0.7293426572531462,0.48378150891512633,0.24556115072220563,0.4933730684559532,0.5894856327179318,0.6391738071019392,1.148383617401123,0.6981450915336609,0.45023855566978455,0.5301891456689901,0.6805503207820838,0.7444227710624968,0.5628086233891363,0.13684551791214128,0.8909132957056926,0.9957728750396444,0.14627198758022253,0.8996060997263845,0.5641564844346614,0.6798415152686488,0.9892703134841802
6,0.6451313402503729,0.4231338330730796,0.22199750572443008,0.5946372201788109,0.7001903372144033,0.7411496962248436,0.8972082138061523,0.5549272298812866,0.34228095412254333,0.7250095728548395,0.8154240165215582,0.8473936031047901,0.8225630608384502,0.4949455459368889,0.8575201117891793,0.8749107992388198,0.6141968035706856,0.9571644467551691,0.9321935456619072,0.7182454775335532,0.8917417861189102
7,0.31154705010354516,0.19387775557115675,0.11766929421573877,0.6938898314447739,0.7972348961287561,0.8076052885916317,0.8538135886192322,0.5311099886894226,0.32270359992980957,0.7356562757067566,0.8209870687232267,0.8615633697750916,0.8332296264139109,0.525416964130123,0.8483222365762362,0.8560349270535994,0.6477967370361639,0.9591295420799165,0.969017861149755,0.7355341333857952,0.8801381147897245
8,0.4700052938610315,0.30663724394515157,0.16336805045604705,0.7387224971354427,0.8208888789751095,0.8449675219915068,1.0810329914093018,0.716690719127655,0.36434221267700195,0.6424737649691433,0.7574710929730637,0.7853870995091988,0.7687385598610117,0.29478727300653346,0.8638954620398849,0.9823481604820802,0.3458478300042968,0.9442172884328142,0.7795062563408858,0.6662972507443944,0.9103577914423167
9,0.33701415427029136,0.20807256057858467,0.1289415891468525,0.7619213325091464,0.8504344073997743,0.8615787636093794,0.8254345655441284,0.5086244940757751,0.31681010127067566,0.7324833496750168,0.8383435524394516,0.8529670162925859,0.7709313787840242,0.5574124977093639,0.8691061725316624,0.9611580241040275,0.6324522129659146,0.9214204202484125,0.7957217759470921,0.8244999006125872,0.938679372318078
10,0.31801642674952746,0.18662738928571343,0.1313890391215682,0.7573048705255507,0.8641471437101303,0.8499896104242365,1.0818915367126465,0.7385931015014648,0.34329837560653687,0.6583497984537725,0.7362404539353041,0.9097217820436382,0.8841996642779356,0.2856976185574084,0.8051521125259735,0.9214488185854738,0.28851725046089,0.9987552927595488,0.956280021805988,0.9669244884212459,0.8059608359036807
11,0.24653686325997115,0.1477873086091131,0.09874955329112708,0.8609749714121416,0.9318937354304135,0.9135536900721105,0.5103403925895691,0.30097997188568115,0.20936040580272675,0.8444670581199795,0.9006719000768314,0.9268232724717776,0.9222749852496142,0.6994872313016238,0.9116389578087004,0.960538574373612,0.7676974897079407,0.9737796361489416,0.9585956548187196,0.8872939329370857,0.9345802296595277
12,0.15833620516583324,0.08920469890348613,0.0691315064765513,0.9083350862602056,0.954497100182763,0.9468584668367939,0.6432416439056396,0.38228639960289,0.260955274105072,0.7883654026736661,0.892853667337049,0.8797202369269219,0.8369198782208358,0.6490832955537028,0.8790930342464596,0.8378032825880111,0.9228268854913153,0.9179308339318206,0.9987416925121838,0.6863382851723175,0.9540807330962644
