epoch,train_loss,train_loss_ce,train_loss_lovasz,train_mIoU,train_mRecall,train_mPrecision,val_loss,val_loss_ce,val_loss_lovasz,val_mIoU,val_mRecall,val_mPrecision,val_iou_class_0,val_iou_class_1,val_iou_class_2,val_recall_class_0,val_recall_class_1,val_recall_class_2,val_precision_class_0,val_precision_class_1,val_precision_class_2
1,1.2131629505753516,0.7754928782582283,0.4376700688898563,0.29914767965498607,0.3632621009006056,0.3727722449726962,2.5514702796936035,1.864789366722107,0.686680793762207,0.2127158607093926,0.3507598119643098,0.5403193610142775,0.047110504848357014,0.0004157658406785296,0.5906213114391422,0.05202882175705675,0.00041584076071136467,0.9998347733751611,0.33260470126084923,0.6976744186038399,0.5906789631781432
2,0.7635394449532033,0.4867101066559553,0.27682934165000916,0.4138557565957966,0.4788202067043434,0.5556465497437443,2.735875129699707,2.074171781539917,0.6617032885551453,0.2665810329726235,0.39886212889351064,0.6275918583872236,0.11797062388229207,0.05800034182191075,0.6237721332136676,0.1379539327624484,0.058799883564586965,0.9998325703534966,0.44885520799741946,0.8100830707533581,0.6238372964108936
3,0.7535805854201317,0.49661468274891374,0.2569658967852593,0.4201205311224438,0.5077202126529564,0.6251313318880993,1.638235330581665,1.118972659111023,0.5192627310752869,0.4563152397039758,0.5957428047111454,0.7283767371553171,0.5391819186159859,0.009248003978230234,0.8205157965177114,0.7811954884237231,0.009280179643208621,0.9967527460665045,0.6350931051431424,0.7273221075502049,0.8227149987726043
4,0.6807504087686539,0.44139308158308266,0.23935732554644346,0.527714060857103,0.6389522440786243,0.6531231260683126,1.2325562238693237,0.7239300012588501,0.5086262226104736,0.4254712639440838,0.6055596487775062,0.7041565613306576,0.4608538768827616,0.03882209988256295,0.7767378150669267,0.9987611005391687,0.03963655517513824,0.7782812906182117,0.46111747923115803,0.6538989252229516,0.9974532795378631
5,0.4360521598905325,0.2800087584927678,0.15604340139776468,0.5929260890708105,0.7029007886112248,0.7237614343906159,1.1638544797897339,0.7558450102806091,0.40800946950912476,0.6456932415060908,0.7435236914190418,0.8335123356373787,0.6587711417182032,0.43675723409680267,0.8415513487032664,0.7485281874405325,0.48674854109199756,0.9952943457245956,0.8460073596540847,0.8096165817444022,0.8449130655136492
6,0.4704641971737146,0.2962332088127732,0.17423098672181367,0.6419147454607447,0.7486387656933222,0.7492195373808174,0.7027640342712402,0.4088149070739746,0.2939491271972656,0.7657889045153646,0.8550454187690377,0.8724078211546407,0.7998649655621012,0.5572946188586785,0.9402071291253143,0.9628131937836977,0.6337205272860842,0.9686025352373313,0.8253631099801608,0.8220977486873329,0.9697626047964284
7,0.4008250834420323,0.2536421984247863,0.14718288386240602,0.7000080498790511,0.7962682467458317,0.8113798187699843,0.7060774564743042,0.3700126111507416,0.33606481552124023,0.7091764302675024,0.8545279762527116,0.8151263866627314,0.8159750487044165,0.5008239627762697,0.8107302793218211,0.8842075007928952,0.8593765160861062,0.8199999118791332,0.9135995903737835,0.545531338266738,0.986248231347673
8,0.35148675728589296,0.2185191422700882,0.13296761428937315,0.7052795472393739,0.8107199209304778,0.8086726359583946,1.093820333480835,0.7245529294013977,0.3692673444747925,0.6688663044628097,0.7991711341231026,0.8389136586064515,0.5802355330549788,0.585147594147636,0.8412157861858144,0.5833035997462731,0.8678665982839633,0.9463432043390713,0.9910164768087014,0.6423763940615795,0.8833481049490737
9,0.3087263092398643,0.1861020316556096,0.12262427907437086,0.8065511842643849,0.8960293829324435,0.8800791534917086,0.582868218421936,0.34454089403152466,0.23832735419273376,0.8085416169572835,0.87868190037373,0.9070045656302627,0.8605130442136746,0.6415524680212111,0.923559338636965,0.9580260862670469,0.7018144518525702,0.9762051630015727,0.894226810799809,0.8819579323259148,0.9448289537650638
10,0.20576680801808833,0.12413466759957373,0.08163214060477912,0.8700718826474989,0.929275798880513,0.9234568723878084,0.7320632934570312,0.4770001769065857,0.25506314635276794,0.7859992430427617,0.8694656420346941,0.8958832146305634,0.7802803148363676,0.6864029327774763,0.8913144815144414,0.784069735172851,0.8512745519315799,0.9730526389996517,0.9938441824383314,0.7799331995631298,0.9138722618902292
11,0.2745234450697899,0.17533538922667502,0.09918805702589452,0.8176941320867092,0.8819166156738212,0.9011845777149117,1.4897327423095703,1.0529148578643799,0.43681788444519043,0.5588070215080077,0.721252195298848,0.820057380191748,0.25528079455153363,0.6675294932738012,0.7536107766986883,0.25614989692356477,0.9615763137102693,0.94603037526271,0.9868833053306839,0.6858230350963912,0.7874658001481686
12,0.25233211673796174,0.1628314562048763,0.08950066145509482,0.8362606095586509,0.8971100805111113,0.9132263797243843,0.49586886167526245,0.18960152566432953,0.3062673509120941,0.7447676663383032,0.8995550180410441,0.8314952019678442,0.8484450494252921,0.600421586273362,0.7854363633162553,0.9668074056454167,0.9456080284989529,0.7862496199787626,0.8739008712401171,0.6218999129400287,0.9986848217233869
13,0.19203490504994988,0.10551505851559341,0.08651984727010131,0.9098831060152701,0.9560257618780686,0.9475709495552036,0.8996147513389587,0.5439562201499939,0.35565853118896484,0.6710699858350133,0.8433705038603204,0.8263930689474673,0.7737535952792309,0.48081335839816947,0.7586430038276394,0.7745549873136692,0.9962366411155615,0.7593198831517307,0.9986646050042165,0.4816882529363469,0.998826348901839
14,0.24945148788392543,0.16805885619483887,0.08139263200573624,0.8055126119418289,0.881333173082477,0.8834668464836731,0.6540731191635132,0.37194105982780457,0.282132089138031,0.7733173651239831,0.8946915447266534,0.8699635003924393,0.823222407482315,0.6292930612686238,0.8674366266210105,0.8270000792895651,0.9680495682186762,0.8890249866717187,0.9944817887109072,0.642640570148196,0.972768142318215
15,0.20386750278994442,0.10884734283201397,0.09502015973441302,0.862622912322697,0.9335216534488553,0.9134896521742192,0.277595192193985,0.12241258472204208,0.1551826000213623,0.8769903602815217,0.9542148058046732,0.9194483627047546,0.9505619191700883,0.7591349979568571,0.9212741637176197,0.9590221614335549,0.9785426167472929,0.9250796392331719,0.990804786016721,0.771985652734947,0.9955546493625957
16,0.199054037053138,0.1259098318964243,0.07314420544542372,0.8513182528245568,0.9141219176126786,0.9184804666831207,0.3567376732826233,0.19786636531352997,0.15887129306793213,0.8685961993789432,0.943356867162116,0.920734660369301,0.9146443473225198,0.760388767255757,0.930755483558553,0.9157548366634947,0.9700456038700908,0.9442701609527626,0.9986759404875777,0.778672244877522,0.9848557957428034
17,0.14654814014211298,0.08382752008270472,0.06272061905357987,0.8971440590503992,0.952192200866727,0.9357722798721523,0.5703219175338745,0.3407188057899475,0.2296031415462494,0.8167684470511758,0.9168176091181893,0.8939182283363437,0.8610943183056992,0.6993833248652577,0.8898276979825706,0.8611540596257529,0.9730951027819741,0.9162036649468408,0.9999194420788542,0.7131740420171478,0.968661200913029
18,0.10258889614604413,0.05062317045405507,0.0519657258503139,0.9433372590747843,0.9710390550660352,0.970290233417907,0.3193919062614441,0.19127924740314484,0.12811267375946045,0.900991540695486,0.953115094457444,0.9441280935575699,0.9236114204267066,0.8275862068965513,0.9517769947632002,0.9248334919124639,0.9627545291989515,0.9717572622609169,0.9985713597765538,0.8549588251947952,0.9788540957013607
19,0.09987829458899795,0.05012252431362867,0.04975577039178461,0.9418896314340796,0.9756446745486506,0.9643983419572191,0.4764899015426636,0.29676610231399536,0.17972378432750702,0.8568031992356367,0.9168850377483629,0.9373413460023802,0.845231692354236,0.7808581491277352,0.9443197562249392,0.9968432841738023,0.7898202181777854,0.9639916108935013,0.8475001158621617,0.9856767229449203,0.9788471992000588
20,0.13162432047538458,0.07456074176356196,0.05706357744988054,0.8976167204220227,0.9442496187143954,0.946486269741669,0.20838013291358948,0.11299546808004379,0.09538465738296509,0.9301508815027586,0.9657044116481787,0.9615078398579037,0.9592439981247991,0.8712079548399735,0.9600006915435032,0.9632988423723434,0.9551792966746595,0.9786350958975328,0.9956309958563602,0.9083413521743137,0.9805511715430373
21,0.24661626775749027,0.1649521687440574,0.08166409376543016,0.8334802685672437,0.8888280055743847,0.9244167365304327,0.647703230381012,0.45960140228271484,0.18810181319713593,0.8476368285812423,0.918856956764459,0.9257254802264151,0.7904303185268872,0.79833836858006,0.9541417986367796,0.7904773231842686,0.9743218330260727,0.991771714083036,0.9999247762092219,0.8154965281604757,0.9617551363095478
22,0.14144486396573483,0.08337642935104668,0.058068435210734605,0.8995144826083584,0.9381193265468254,0.9551090289767403,0.33599424362182617,0.1633041650056839,0.17269007861614227,0.8587407336599092,0.9470367913166379,0.9104887373324543,0.9310454008004626,0.7366794811913912,0.9084973189878739,0.9326187361243257,0.9947465450563459,0.9137450927692421,0.9981913268553482,0.7395567647225525,0.9937181204194625
23,0.2080309683457017,0.15119456633459777,0.05683639756869525,0.8801915439166188,0.917428140857998,0.9481835861057304,0.18678182363510132,0.08113911002874374,0.10564270615577698,0.9191048497283848,0.9713426500158769,0.9467493252159015,0.9613158426230151,0.8446477584629456,0.9513509480991936,0.9670849191246428,0.991752491579224,0.9551905393437636,0.9938327875698326,0.8506226779610636,0.9957925101168081
24,0.07804267816711218,0.03918412030441686,0.038858558007050306,0.9467027843671021,0.9781009912869272,0.9659043086419766,0.21521207690238953,0.09256082028150558,0.12265124917030334,0.9292795435294713,0.9722374102228986,0.9544072579513531,0.9567568597742547,0.8708002366595748,0.9602815341545843,0.9951187361243256,0.9588664180863002,0.9627270764580697,0.9612681787283742,0.9045919067888032,0.997361688336882
25,0.11045893779955804,0.059077369971200826,0.051381567372009156,0.9362350005152812,0.9766917615639228,0.9555765518796497,0.28556323051452637,0.0855589285492897,0.20000430941581726,0.8652029528501234,0.9557698891959738,0.9073660142178056,0.9675771061791594,0.7372700640766846,0.8907616882945263,0.9890679511576272,0.9872406193255057,0.8910010971047887,0.9780367328537543,0.7443628667729205,0.9996984430267419
26,0.16126335150562227,0.11142102515790611,0.04984232785645872,0.8871587064958123,0.9136807309482751,0.9642311458369321,0.25294017791748047,0.0728996992111206,0.18004047870635986,0.8997266594907677,0.9654371072609508,0.932766553079316,0.8746654070225158,0.9058726061880631,0.9186419652617246,0.9910204567078968,0.9851614155219489,0.9201294495530067,0.8816527351603002,0.9184036078411097,0.9982433162365378
27,0.07580400664359331,0.03496790615376085,0.04083609986584633,0.9520076410599856,0.9795963110447987,0.9701439152382862,0.19373691082000732,0.0997200682759285,0.09401684999465942,0.9337497233488525,0.9737359836991816,0.9592773532535886,0.9541255334528131,0.8800231209607492,0.967100515632995,0.9550428163653659,0.991863382448747,0.9743017522834317,0.9989943705485341,0.8864223377041661,0.9924153515080657
